"noc_plan_desc","distance_from_node_ft","network_node","network_node_latitude","network_node_longitude","first_cost","hh_count","cost_hh","address_id","win_lat","win_lon","upstream_nodes","feeder_fiber_footage","gpon_dist_cost","geo_prec","win_census_block","caf_cb_type","caf1r2_funding_type","addr_link_type","primary_number","pre_directional","street","street_suffix","post_directional","unit_designator","secondary_number","city","state","zip","zip4","data_source","win_exchange_id","hh_svc_key","package","miror_status","drs_wc","miror_wire_center","drs_exchange","qualified_desc","awg","ft_to_bb","term_number","route_lead","miror_theoretical_loop_length","terminal_number","route_number","terminal_id","switch_center_clli","gcomms_awg","gcomms_ft_to_bb","fid","csa","csa_status","co_csa"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000017188966","0","0","","LXTNSCP0038","","","","0","000005","966","","{B55C44CA-AA1B-4464-8A4A-C89908FC2D90}","1","63","212 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7154","SC050LXTN","p60","1106.85","1106.85","LXTN1513000212","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000026675950","0","0","","LXTNSCP0038","","","","0","000005","1354","","{2FB96A0E-1C52-4C3A-9A60-A2AC313223BB}","1","254","137 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7155","SC050LXTN","p60","1219.88","1219.88","LXTN1514000137","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000021985180","0","0","","LXTNSCP0038","","","","0","000004","597","","{BA04C654-CF6B-40A7-9852-D9D985D400C8}","1","377","121 WILD SPRING RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000004","7153","SC050LXTN","p60","853.96","853.96","LXTN1422000121","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000017566665","0","0","","LXTNSCU0706","","","","0","000004","1650","","{2C28A835-915C-447E-BCE6-C465192D95E9}","1","380","208 BEAUCLAIRE DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000004","7127","SC050LXTN","p60","1778.62","1778.62","LXTN2766000208","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011508491","0","0","","LXTNSCU0706","","","","0","000002","196","","{53582D65-9F11-4700-8EAA-30A5F69080B2}","1","466","326 WISE FERRY RD","LEXINGTON","7111","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000002","7111","SC050LXTN","p60","504.8","504.8","LXTN0103000326","","","1","LXTNSCU0706","","6BA8","","","SC","450630210481012"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000000509935","0","0","","LXTNSCP0038","","","","0","000003","1434","","{827D7B14-A25B-4CAD-8043-BADDFB2CEDC2}","1","485","271 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7156","SC050LXTN","p60","1456.95","1456.95","LXTN1130000271","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000012242261","0","0","","LXTNSCP0038","","","","0","000006","1354","","{EF7C9169-DD3F-42EA-821A-93035362024F}","1","519","145 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7155","SC050LXTN","p60","1344.45","1344.45","LXTN1514000145","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013579682","0","0","","LXTNSCP0038","","","","0","000023","1121","","{9C34727E-0481-45E4-A409-FCA31D0E5381}","1","551","300 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000023","7153","SC050LXTN","p60","2529.38","2529.38","LXTN1130000300","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000022998468","0","0","","LXTNSCP0038","","","","0","000012","1425","","{10EFA67C-0AE5-4C0C-96D5-4D31D234A783}","1","612","217 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000012","7155","SC050LXTN","p60","1843.06","1843.06","LXTN1130000217","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000033216992","0","0","","LXTNSCP0038","","","","0","000015","1425","","{6ACE76EC-0CCF-4F87-BF78-562E2C4EFB97}","1","637","237 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000015","7155","SC050LXTN","p60","2296.99","2296.99","LXTN1130000237","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000004297434","0","0","","LXTNSCU0706","","","","0","00009A","2185","","{93C1F821-E097-454D-B796-D3D860E02F52}","1","669","409 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","00009A","7128","SC050LXTN","p60","2309.76","2309.76","LXTN2767000409","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011758737","0","0","","LXTNSCP0038","","","","0","000006","1800","","{2E47C842-5FE0-4792-BE11-0DDF1AA51516}","1","769","241 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7156","SC050LXTN","p60","1827.06","1827.06","LXTN1130000241","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000003074834","0","0","","LXTNSCP0038","","","","0","000009","1031","","{B5093949-E8FF-4B01-BB34-D8194180369D}","1","947","305 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000009","7153","SC050LXTN","p60","1318.25","1318.25","LXTN1130000305","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000000240745","0","0","","LXTNSCU0706","","","","0","000017","2070","","{2D8BA6EE-B8F7-4CE9-9DDB-29D0DC3689AB}","1","1005","324 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000017","7127","SC050LXTN","p60","2176.7","2176.7","LXTN2765000324","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011578570","0","0","","LXTNSCU0700","","","","0","000002"," ","","{B543B7FD-BBB9-41A0-8AB4-26C8D3DFA6E6}","0.921","1142","101 CAROLINE SPRINGS RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000002","7151","SC050LXTN"," ","14090.86","14090.86"," ","","","0.921","LXTNSCU0700","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000009205998","0","0","","LXTNSCP0038","","","","0","000003","670","","{FAEB7DCF-79A2-472D-B7B1-BFDDE7B39666}","1","1158","121 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7155","SC050LXTN","p60","1065.76","1065.76","LXTN1514000121","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000008943046","0","0","","LXTNSCU0706","","","","0","00004A","1715","","{3718CF67-C002-4DEC-AC69-2AE46DEF812D}","1","1237","216 BEAUCLAIRE DR","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","00004A","7128","SC050LXTN","p60","1868.82","1868.82","LXTN2766000216","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000018593773","0","0","","LXTNSCP0038","","","","0","000005"," ","","{E9CC8806-4E8D-4538-B5DC-6E5CB62B0640}","1","1264","133 WILD SPRING RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7153","SC050LXTN"," ","979.2","979.2"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013672347","0","0","","LXTNSCP0038","","","","0","00006B","1182","","{CE0F788B-CB07-4247-9351-D397F8515F35}","1","1343","146 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006B","7155","SC050LXTN","p60","1582.35","1582.35","LXTN1514000146","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000036445672","0","0","","LXTNSCP0038","","","","0","000005","1469","","{296BCD01-7EC2-4DF3-A743-0C25B219C13C}","1","1371","249 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7156","SC050LXTN","p60","1700.68","1700.68","LXTN1130000249","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013071183","0","0","","LXTNSCP0038","","","","0","000018","1800","","{A343F0FE-E44A-4083-B7A9-A3173C98A556}","1","1376","344 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000018","7153","SC050LXTN","p60","1908.66","1908.66","LXTN1130000344","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000010557295","0","0","","LXTNSCP0038","","","","0","000003","954","","{FAEB7DCF-79A2-472D-B7B1-BFDDE7B39666}","1","1418","129 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7155","SC050LXTN","p60","1086.02","1086.02","LXTN1514000129","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000004603359","0","0","","LXTNSCU0706","","","","0","000021","2761","","{1584CA28-406A-43F8-BBF3-A5138A51CD18}","1","1482","334 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000021","7127","SC050LXTN","p60","2582.17","2582.17","LXTN2765000334","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000023817566","0","0","","LXTNSCU0706","","","","0","000056"," ","","{3352824B-69E5-4F12-8263-6EB99F27AEB6}","1","1504","536 HIGHWAY 378","LEXINGTON","7105","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000056","7105","SC050LXTN"," ","1238.1","1238.1"," ","","","1","LXTNSCU0706","","6BA8","","","SC","450630210481012"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000019832713","0","0","","LXTNSCP0038","","","","0","000004","1434","","{76773A36-AE47-4CCA-A5FE-81D8983FCA62}","1","1509","263 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000004","7156","SC050LXTN","p60","1535.41","1535.41","LXTN1130000263","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000035543702","0","0","","LXTNSCP0038","","","","0","000003","511","","{FAEB7DCF-79A2-472D-B7B1-BFDDE7B39666}","1","1541","125 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7155","SC050LXTN","p60","1023.37","1023.37","LXTN1514000125","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016539925","0","0","","LXTNSCP0038","","","","0","000011","1749","","{569DF7CE-A446-4DB7-AED2-D3ADCD9C3690}","1","1679","213 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000011","7155","SC050LXTN","p60","1770.02","1770.02","LXTN1130000213","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000012578513","0","0","","LXTNSCU0706","","","","0","000054"," ","","{7C62C6CF-1EB7-4490-A5DA-2235EEF60E1F}","1","1851","555 HIGHWAY 378","LEXINGTON","7105","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000054","7105","SC050LXTN"," ","555.68","555.68"," ","","","1","LXTNSCU0706","","6BA8","","","SC","450630210282034"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000027260886","0","0","","LXTNSCP0038","","","","0","00006C","1218","","{25508BF8-BB5C-438D-87EF-EEC070F236E3}","1","2115","150 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006C","7155","SC050LXTN","p60","1755.28","1755.28","LXTN1514000150","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000000296244","0","0","","LXTNSCP0038","","","","0","000002","670","","{84CD7BEE-4737-49C6-B516-C8F0B0384089}","1","2129","104 WILD SPRING RD","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000002","7154","SC050LXTN","p60","701.51","701.51","LXTN1422000104","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013188345","0","0","","LXTNSCP0038","","","","0","000024","2669","","{2DB57826-8792-4063-A8A2-CC1AB85F9B52}","1","2469","276 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000024","7153","SC050LXTN","p60","2643.62","2643.62","LXTN1130000276","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000006237196","0","0","","LXTNSCP0038","","","","0","000011","813","","{06BA970A-7FE3-46F4-BDDF-B83778256FD4}","1","2557","223 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000011","7154","SC050LXTN","p60","1507.54","1507.54","LXTN1513000223","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000018852831","0","0","","LXTNSCP0038","","","","0","000020","1138","","{B5BE11A5-5606-4118-B1CA-5890841094FA}","1","2797","332 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000020","7153","SC050LXTN","p60","2183.73","2183.73","LXTN1130000332","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000019734012","0","0","","LXTNSCU0706","","","","0","000012","2456","","{12B7F5EC-9B19-417B-AE64-F76D805B42FC}","1","2838","335 BEAUMONT DR","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000012","7128","SC050LXTN","p60","2510.44","2510.44","LXTN2765000335","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000008464964","0","0","","LXTNSCU0700","","","","0","000013","7502","","{DC91FBEF-FDC7-4782-BCAB-277F97F6F21F}","0.912","2854","210 CAROLINE SPRINGS RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000013","7151","SC050LXTN","p60","12550.46","12550.46","LXTN2507000210","","","0.912","LXTNSCU0700","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000029576636","0","0","","LXTNSCP0038","","","","0","00006C","1682","","{25508BF8-BB5C-438D-87EF-EEC070F236E3}","1","3082","165 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006C","7155","SC050LXTN","p60","1890.49","1890.49","LXTN1514000165","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000093080964","0","0","","LXTNSCU0706","","","","0","000037"," ","","{DDC6B140-73C3-4C33-AC1D-53CDABEFD1ED}","1","3346","630 HIGHWAY 378","LEXINGTON","7105","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000037","7105","SC050LXTN"," ","2663.53","2663.53"," ","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000010802906","0","0","","LXTNSCP0038","","","","0","000003","670","","{942407D5-E580-4047-AFE9-8976D9DBAE70}","1","3428","113 WILD SPRING RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7153","SC050LXTN","p60","745.05","745.05","LXTN1422000113","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000030579486","0","0","","LXTNSCP0038","","","","0","000001","1100","","{580E800E-8DF4-41CA-AE1D-ACC3461C03E7}","1","3501","301 MISTY SPRING CT","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000001","7156","SC050LXTN","p60","1239.25","1239.25","LXTN1542000301","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000006632523","0","0","","LXTNSCP0038","","","","0","00006A","1290","","{544F4C74-6FC2-4279-888F-D9899D9D89F7}","1","3562","134 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006A","7155","SC050LXTN","p60","1437.79","1437.79","LXTN1514000134","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
